Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QC,Crops,215,United Republic of Tanzania,5419,Yield,83,Sorghum,1998,1998,hg/ha,9450,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,83,Sorghum,1999,1999,hg/ha,8502,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,83,Sorghum,2000,2000,hg/ha,8126,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,83,Sorghum,2001,2001,hg/ha,10000,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,83,Sorghum,2002,2002,hg/ha,9700,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,83,Sorghum,2003,2003,hg/ha,4423,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,83,Sorghum,2004,2004,hg/ha,9302,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,83,Sorghum,2005,2005,hg/ha,9900,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,83,Sorghum,2006,2006,hg/ha,9941,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,83,Sorghum,2007,2007,hg/ha,11874,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,83,Sorghum,2008,2008,hg/ha,9727,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,83,Sorghum,2009,2009,hg/ha,8114,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,83,Sorghum,2010,2010,hg/ha,12914,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,83,Sorghum,2011,2011,hg/ha,9943,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,83,Sorghum,2012,2012,hg/ha,9992,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,83,Sorghum,2013,2013,hg/ha,11697,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,83,Sorghum,2014,2014,hg/ha,10372,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,83,Sorghum,2015,2015,hg/ha,8954,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,83,Sorghum,2016,2016,hg/ha,9673,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1961,1961,hg/ha,8107,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1962,1962,hg/ha,6631,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1963,1963,hg/ha,7722,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1964,1964,hg/ha,7403,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1965,1965,hg/ha,8117,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1966,1966,hg/ha,9215,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1967,1967,hg/ha,9249,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1968,1968,hg/ha,10365,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1969,1969,hg/ha,9778,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1970,1970,hg/ha,8492,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1971,1971,hg/ha,8745,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1972,1972,hg/ha,10753,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1973,1973,hg/ha,11867,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1974,1974,hg/ha,10477,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1975,1975,hg/ha,11188,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1976,1976,hg/ha,8642,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1977,1977,hg/ha,10789,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1978,1978,hg/ha,9719,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1979,1979,hg/ha,9615,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1980,1980,hg/ha,10945,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1981,1981,hg/ha,11952,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1982,1982,hg/ha,19545,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1983,1983,hg/ha,16921,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1984,1984,hg/ha,18290,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1985,1985,hg/ha,16925,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1986,1986,hg/ha,11127,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1987,1987,hg/ha,13683,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1988,1988,hg/ha,12684,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1989,1989,hg/ha,16054,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1990,1990,hg/ha,14391,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1991,1991,hg/ha,10444,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1992,1992,hg/ha,11639,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1993,1993,hg/ha,12427,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1994,1994,hg/ha,13191,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1995,1995,hg/ha,13135,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1996,1996,hg/ha,13598,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1997,1997,hg/ha,13421,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1998,1998,hg/ha,11838,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,1999,1999,hg/ha,13158,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,2000,2000,hg/ha,14302,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,2001,2001,hg/ha,14406,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,2002,2002,hg/ha,14592,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,2003,2003,hg/ha,13800,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,2004,2004,hg/ha,15873,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,2005,2005,hg/ha,17539,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,2006,2006,hg/ha,19103,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,2007,2007,hg/ha,20740,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,2008,2008,hg/ha,21674,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,2009,2009,hg/ha,24212,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,2010,2010,hg/ha,29062,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,2011,2011,hg/ha,37423,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,2012,2012,hg/ha,37422,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,2013,2013,hg/ha,15743,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,2014,2014,hg/ha,15700,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,2015,2015,hg/ha,15882,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,667,Tea,2016,2016,hg/ha,19384,Fc,Calculated data
